C,cache_size,class_weight,cls_name,coef0,decision_function_shape,degree,gamma,kernel,log_time,max_iter,probability,random_state,shrinking,test_accuracy,test_shape,time_test_test,time_test_train,time_training,tol,train_accuracy,train_shape,verbose
1,200,,SVC,0.0,ovr,3,1,rbf,2018-01-26 18:01:01,-1,False,,True,10.0202020202,"(9900, 45)",0.7252781391143799,0.07525992393493652,0.1371142864227295,0.001,100.0,"(1000, 45)",False
3,200,,SVC,0.0,ovr,3,10,rbf,2018-01-26 18:01:02,-1,False,,True,10.0,"(9900, 45)",0.6576378345489502,0.05261635780334473,0.09653091430664062,0.001,100.0,"(1000, 45)",False
0.012345679012345678,200,,SVC,0.0,ovr,3,0.1,rbf,2018-01-26 18:01:03,-1,False,,True,14.3434343434,"(9900, 45)",0.8546974658966064,0.1112821102142334,0.19362568855285645,0.001,99.2,"(1000, 45)",False
81,200,,SVC,0.0,ovr,3,0.001,rbf,2018-01-26 18:01:04,-1,False,,True,78.5555555556,"(9900, 45)",0.29837560653686523,0.029140949249267578,0.029247283935546875,0.001,100.0,"(1000, 45)",False
9,200,,SVC,0.0,ovr,3,0.1,rbf,2018-01-26 18:01:04,-1,False,,True,25.9898989899,"(9900, 45)",0.7369205951690674,0.09297728538513184,0.12901091575622559,0.001,100.0,"(1000, 45)",False
0.00411522633744856,200,,SVC,0.0,ovr,3,10,rbf,2018-01-26 18:01:05,-1,False,,True,10.0,"(9900, 45)",0.6380293369293213,0.07209420204162598,0.1351027488708496,0.001,100.0,"(1000, 45)",False
3,200,,SVC,0.0,ovr,3,0.001,rbf,2018-01-26 18:01:06,-1,False,,True,78.9191919192,"(9900, 45)",0.5414173603057861,0.050170183181762695,0.0495147705078125,0.001,99.4,"(1000, 45)",False
0.1111111111111111,200,,SVC,0.0,ovr,3,10,rbf,2018-01-26 18:01:07,-1,False,,True,10.0,"(9900, 45)",0.6368298530578613,0.06720352172851562,0.1175532341003418,0.001,100.0,"(1000, 45)",False
0.1111111111111111,200,,SVC,0.0,ovr,3,0.01,rbf,2018-01-26 18:01:08,-1,False,,True,78.1414141414,"(9900, 45)",0.899043083190918,0.07666158676147461,0.11465692520141602,0.001,97.2,"(1000, 45)",False
0.1111111111111111,200,,SVC,0.0,ovr,3,0.1,rbf,2018-01-26 18:01:09,-1,False,,True,14.3434343434,"(9900, 45)",0.8559083938598633,0.08524322509765625,0.15509319305419922,0.001,99.2,"(1000, 45)",False
0.3333333333333333,200,,SVC,0.0,ovr,3,0.01,rbf,2018-01-26 18:01:10,-1,False,,True,81.6363636364,"(9900, 45)",0.6422135829925537,0.06031942367553711,0.0743553638458252,0.001,99.9,"(1000, 45)",False
243,200,,SVC,0.0,ovr,3,0.01,rbf,2018-01-26 18:01:10,-1,False,,True,82.2323232323,"(9900, 45)",0.5102458000183105,0.05574297904968262,0.058824777603149414,0.001,100.0,"(1000, 45)",False
243,200,,SVC,0.0,ovr,3,10,rbf,2018-01-26 18:01:11,-1,False,,True,10.0,"(9900, 45)",0.548783540725708,0.07504129409790039,0.09473872184753418,0.001,100.0,"(1000, 45)",False
243,200,,SVC,0.0,ovr,3,0.001,rbf,2018-01-26 18:01:11,-1,False,,True,78.5555555556,"(9900, 45)",0.3298623561859131,0.033959388732910156,0.028514623641967773,0.001,100.0,"(1000, 45)",False
0.3333333333333333,200,,SVC,0.0,ovr,3,10,rbf,2018-01-26 18:01:12,-1,False,,True,10.0,"(9900, 45)",0.652940034866333,0.06491351127624512,0.16392731666564941,0.001,100.0,"(1000, 45)",False
3,200,,SVC,0.0,ovr,3,1,rbf,2018-01-26 18:01:13,-1,False,,True,10.0303030303,"(9900, 45)",0.7560305595397949,0.0664668083190918,0.1525099277496338,0.001,100.0,"(1000, 45)",False
9,200,,SVC,0.0,ovr,3,1,rbf,2018-01-26 18:01:14,-1,False,,True,10.0303030303,"(9900, 45)",0.6332216262817383,0.054802656173706055,0.12987136840820312,0.001,100.0,"(1000, 45)",False
1,200,,SVC,0.0,ovr,3,0.01,rbf,2018-01-26 18:01:15,-1,False,,True,82.3232323232,"(9900, 45)",0.5051054954528809,0.05405712127685547,0.06096911430358887,0.001,100.0,"(1000, 45)",False
0.00411522633744856,200,,SVC,0.0,ovr,3,0.01,rbf,2018-01-26 18:01:16,-1,False,,True,72.8585858586,"(9900, 45)",0.8421354293823242,0.09298157691955566,0.1596217155456543,0.001,94.0,"(1000, 45)",False
0.012345679012345678,200,,SVC,0.0,ovr,3,0.01,rbf,2018-01-26 18:01:17,-1,False,,True,72.8585858586,"(9900, 45)",0.7836265563964844,0.08045291900634766,0.1460409164428711,0.001,94.0,"(1000, 45)",False
81,200,,SVC,0.0,ovr,3,0.01,rbf,2018-01-26 18:01:18,-1,False,,True,82.2323232323,"(9900, 45)",0.49300622940063477,0.05205035209655762,0.05698537826538086,0.001,100.0,"(1000, 45)",False
81,200,,SVC,0.0,ovr,3,1,rbf,2018-01-26 18:01:18,-1,False,,True,10.0303030303,"(9900, 45)",0.6030828952789307,0.06179952621459961,0.1224966049194336,0.001,100.0,"(1000, 45)",False
27,200,,SVC,0.0,ovr,3,1,rbf,2018-01-26 18:01:19,-1,False,,True,10.0303030303,"(9900, 45)",0.6095657348632812,0.07236194610595703,0.13451695442199707,0.001,100.0,"(1000, 45)",False
0.00411522633744856,200,,SVC,0.0,ovr,3,0.1,rbf,2018-01-26 18:01:20,-1,False,,True,14.3434343434,"(9900, 45)",0.8608016967773438,0.07651066780090332,0.15229558944702148,0.001,99.2,"(1000, 45)",False
81,200,,SVC,0.0,ovr,3,10,rbf,2018-01-26 18:01:21,-1,False,,True,10.0,"(9900, 45)",0.4961273670196533,0.05093216896057129,0.11175537109375,0.001,100.0,"(1000, 45)",False
9,200,,SVC,0.0,ovr,3,0.01,rbf,2018-01-26 18:01:22,-1,False,,True,82.2323232323,"(9900, 45)",0.6273362636566162,0.07214951515197754,0.06531238555908203,0.001,100.0,"(1000, 45)",False
0.3333333333333333,200,,SVC,0.0,ovr,3,0.001,rbf,2018-01-26 18:01:23,-1,False,,True,73.6262626263,"(9900, 45)",1.0322771072387695,0.10582280158996582,0.1380319595336914,0.001,88.8,"(1000, 45)",False
0.3333333333333333,200,,SVC,0.0,ovr,3,0.1,rbf,2018-01-26 18:01:24,-1,False,,True,20.1212121212,"(9900, 45)",0.7828927040100098,0.08866310119628906,0.1608731746673584,0.001,100.0,"(1000, 45)",False
27,200,,SVC,0.0,ovr,3,0.1,rbf,2018-01-26 18:01:25,-1,False,,True,25.9898989899,"(9900, 45)",0.5848968029022217,0.0573270320892334,0.12437081336975098,0.001,100.0,"(1000, 45)",False
1,200,,SVC,0.0,ovr,3,0.001,rbf,2018-01-26 18:01:26,-1,False,,True,78.1515151515,"(9900, 45)",0.7514808177947998,0.06786918640136719,0.07613444328308105,0.001,97.2,"(1000, 45)",False
3,200,,SVC,0.0,ovr,3,0.1,rbf,2018-01-26 18:01:26,-1,False,,True,25.9898989899,"(9900, 45)",0.5428049564361572,0.05569648742675781,0.12053179740905762,0.001,100.0,"(1000, 45)",False
0.037037037037037035,200,,SVC,0.0,ovr,3,1,rbf,2018-01-26 18:01:27,-1,False,,True,10.0202020202,"(9900, 45)",0.9048025608062744,0.08596658706665039,0.14477252960205078,0.001,100.0,"(1000, 45)",False
0.012345679012345678,200,,SVC,0.0,ovr,3,0.001,rbf,2018-01-27 01:28:11,-1,False,,True,85.4,"(1000, 784)",42.447490215301514,1896.1384246349335,2809.3105053901672,0.001,84.8377777778,"(45000, 784)",False
3,200,,SVC,0.0,ovr,3,0.0001,rbf,2018-01-27 01:52:53,-1,False,,True,93.2,"(1000, 784)",19.499670267105103,878.2294738292694,584.5755553245544,0.001,94.4444444444,"(45000, 784)",False
9,200,,SVC,0.0,ovr,3,0.001,rbf,2018-01-27 02:03:58,-1,False,,True,96.2,"(1000, 784)",9.695433616638184,435.9835879802704,219.5211672782898,0.001,99.3844444444,"(45000, 784)",False
0.3333333333333333,200,,SVC,0.0,ovr,3,0.001,rbf,2018-01-27 02:28:33,-1,False,,True,93.8,"(1000, 784)",19.54641318321228,874.3244755268097,581.2042181491852,0.001,95.1533333333,"(45000, 784)",False
0.012345679012345678,200,,SVC,0.0,ovr,3,0.0001,rbf,2018-01-27 04:10:22,-1,False,,True,7.8,"(1000, 784)",44.76627278327942,2021.4227426052094,4042.295572757721,0.001,10.2511111111,"(45000, 784)",False
81,200,,SVC,0.0,ovr,3,0.001,rbf,2018-01-27 04:20:56,-1,False,,True,96.6,"(1000, 784)",9.27060055732727,417.254154920578,207.77646207809448,0.001,100.0,"(45000, 784)",False
3,200,,SVC,0.0,ovr,3,0.001,rbf,2018-01-27 04:34:03,-1,False,,True,95.4,"(1000, 784)",11.222505331039429,506.12426590919495,269.2098813056946,0.001,98.32,"(45000, 784)",False
27,200,,SVC,0.0,ovr,3,0.0001,rbf,2018-01-27 04:47:30,-1,False,,True,93.8,"(1000, 784)",11.563915729522705,521.5551652908325,274.5716743469238,0.001,96.7488888889,"(45000, 784)",False
81,200,,SVC,0.0,ovr,3,0.0001,rbf,2018-01-27 04:58:45,-1,False,,True,93.7,"(1000, 784)",9.740299463272095,440.7427775859833,223.55442023277283,0.001,98.0177777778,"(45000, 784)",False
0.3333333333333333,200,,SVC,0.0,ovr,3,0.0001,rbf,2018-01-27 05:50:02,-1,False,,True,90.5,"(1000, 784)",34.00306582450867,1537.9474601745605,1505.0915458202362,0.001,89.8066666667,"(45000, 784)",False
1,200,,SVC,0.0,ovr,3,0.0001,rbf,2018-01-27 06:25:24,-1,False,,True,92.3,"(1000, 784)",26.2542986869812,1176.8595733642578,919.1997187137604,0.001,92.64,"(45000, 784)",False
9,200,,SVC,0.0,ovr,3,0.0001,rbf,2018-01-27 06:43:01,-1,False,,True,93.9,"(1000, 784)",14.615612983703613,655.9419143199921,386.7356307506561,0.001,95.5377777778,"(45000, 784)",False
0.037037037037037035,200,,SVC,0.0,ovr,3,0.001,rbf,2018-01-27 07:35:14,-1,False,,True,90.9,"(1000, 784)",34.23327159881592,1547.2860743999481,1551.6794657707214,0.001,90.16,"(45000, 784)",False
0.1111111111111111,200,,SVC,0.0,ovr,3,0.001,rbf,2018-01-27 08:11:04,-1,False,,True,92.4,"(1000, 784)",26.3668372631073,1183.43430352211,939.4237747192383,0.001,93.2,"(45000, 784)",False
243,200,,SVC,0.0,ovr,3,0.0001,rbf,2018-01-27 08:21:22,-1,False,,True,93.6,"(1000, 784)",8.995118141174316,404.4368631839752,205.14295315742493,0.001,98.9711111111,"(45000, 784)",False
0.037037037037037035,200,,SVC,0.0,ovr,3,0.0001,rbf,2018-01-27 09:56:27,-1,False,,True,73.6,"(1000, 784)",44.78174185752869,2011.8622949123383,3647.598330259323,0.001,72.96,"(45000, 784)",False
0.00411522633744856,200,,SVC,0.0,ovr,3,0.0001,rbf,2018-01-27 11:38:11,-1,False,,True,7.8,"(1000, 784)",44.907737493515015,2017.9185273647308,4041.438294172287,0.001,10.2444444444,"(45000, 784)",False
0.00411522633744856,200,,SVC,0.0,ovr,3,0.001,rbf,2018-01-27 13:14:28,-1,False,,True,69.8,"(1000, 784)",44.49392580986023,2006.952609539032,3725.9323632717133,0.001,70.5111111111,"(45000, 784)",False
243,200,,SVC,0.0,ovr,3,0.001,rbf,2018-01-27 13:25:03,-1,False,,True,96.4,"(1000, 784)",9.153073072433472,417.34865045547485,208.04147839546204,0.001,100.0,"(45000, 784)",False
27,200,,SVC,0.0,ovr,3,0.001,rbf,2018-01-27 13:35:32,-1,False,,True,96.7,"(1000, 784)",9.18250584602356,413.91913318634033,206.12298893928528,0.001,99.8666666667,"(45000, 784)",False
1,200,,SVC,0.0,ovr,3,0.001,rbf,2018-01-27 13:52:51,-1,False,,True,94.8,"(1000, 784)",14.209400177001953,646.7708494663239,377.60100531578064,0.001,96.6511111111,"(45000, 784)",False
243,200,,SVC,0.0,ovr,3,0.0001,rbf,2018-02-02 14:01:49,-1,False,,True,78.6868686869,"(9900, 45)",0.4019660949707031,0.014078855514526367,0.04291081428527832,0.001,100.0,"(500, 45)",False
3,200,,SVC,0.0,ovr,3,0.0001,rbf,2018-02-02 14:01:49,-1,False,,True,67.101010101,"(9900, 45)",0.37153100967407227,0.018626689910888672,0.04063296318054199,0.001,83.8,"(500, 45)",False
0.00411522633744856,200,,SVC,0.0,ovr,3,0.0001,rbf,2018-02-02 14:01:50,-1,False,,True,63.1919191919,"(9900, 45)",0.37599706649780273,0.019594430923461914,0.03829693794250488,0.001,77.0,"(500, 45)",False
0.1111111111111111,200,,SVC,0.0,ovr,3,0.0001,rbf,2018-02-02 14:01:50,-1,False,,True,63.1919191919,"(9900, 45)",0.3723337650299072,0.02015542984008789,0.038236141204833984,0.001,77.0,"(500, 45)",False
0.3333333333333333,200,,SVC,0.0,ovr,3,0.0001,rbf,2018-02-02 14:01:50,-1,False,,True,63.1919191919,"(9900, 45)",0.3720104694366455,0.018923044204711914,0.03860592842102051,0.001,77.0,"(500, 45)",False
0.012345679012345678,200,,SVC,0.0,ovr,3,0.0001,rbf,2018-02-02 14:01:51,-1,False,,True,63.1919191919,"(9900, 45)",0.37468528747558594,0.019617319107055664,0.0377345085144043,0.001,77.0,"(500, 45)",False
3,200,,SVC,0.0,ovr,3,0.001,rbf,2018-02-02 14:01:51,-1,False,,True,79.7575757576,"(9900, 45)",0.2929675579071045,0.016425132751464844,0.017372608184814453,0.001,98.6,"(500, 45)",False
27,200,,SVC,0.0,ovr,3,0.0001,rbf,2018-02-02 14:01:52,-1,False,,True,78.8484848485,"(9900, 45)",0.29854273796081543,0.016507625579833984,0.01692986488342285,0.001,98.0,"(500, 45)",False
0.00411522633744856,200,,SVC,0.0,ovr,3,0.001,rbf,2018-02-02 14:01:52,-1,False,,True,64.5353535354,"(9900, 45)",0.36703038215637207,0.02008056640625,0.03750467300415039,0.001,81.4,"(500, 45)",False
0.1111111111111111,200,,SVC,0.0,ovr,3,0.001,rbf,2018-02-02 14:01:52,-1,False,,True,64.5353535354,"(9900, 45)",0.3752732276916504,0.019979000091552734,0.037717342376708984,0.001,81.4,"(500, 45)",False
0.3333333333333333,200,,SVC,0.0,ovr,3,0.001,rbf,2018-02-02 14:01:53,-1,False,,True,67.6262626263,"(9900, 45)",0.37196993827819824,0.018864154815673828,0.03449296951293945,0.001,84.8,"(500, 45)",False
0.037037037037037035,200,,SVC,0.0,ovr,3,0.001,rbf,2018-02-02 14:01:53,-1,False,,True,64.5353535354,"(9900, 45)",0.3741648197174072,0.018886089324951172,0.038138628005981445,0.001,81.4,"(500, 45)",False
243,200,,SVC,0.0,ovr,3,0.001,rbf,2018-02-02 14:01:53,-1,False,,True,80.1616161616,"(9900, 45)",0.20621109008789062,0.011973142623901367,0.012656927108764648,0.001,100.0,"(500, 45)",False
81,200,,SVC,0.0,ovr,3,0.001,rbf,2018-02-02 14:01:54,-1,False,,True,80.1616161616,"(9900, 45)",0.21500802040100098,0.012057065963745117,0.012637615203857422,0.001,100.0,"(500, 45)",False
9,200,,SVC,0.0,ovr,3,0.001,rbf,2018-02-02 14:01:54,-1,False,,True,80.0808080808,"(9900, 45)",0.23411250114440918,0.01264190673828125,0.013794660568237305,0.001,99.8,"(500, 45)",False
81,200,,SVC,0.0,ovr,3,0.0001,rbf,2018-02-02 14:01:54,-1,False,,True,79.2323232323,"(9900, 45)",0.23210740089416504,0.013220787048339844,0.012790203094482422,0.001,99.2,"(500, 45)",False
27,200,,SVC,0.0,ovr,3,0.001,rbf,2018-02-02 14:01:54,-1,False,,True,79.8888888889,"(9900, 45)",0.2219679355621338,0.012174606323242188,0.012634754180908203,0.001,100.0,"(500, 45)",False
1,200,,SVC,0.0,ovr,3,0.001,rbf,2018-02-02 14:01:55,-1,False,,True,76.3636363636,"(9900, 45)",0.3503246307373047,0.020228147506713867,0.025015592575073242,0.001,93.8,"(500, 45)",False
0.012345679012345678,200,,SVC,0.0,ovr,3,0.001,rbf,2018-02-02 14:01:55,-1,False,,True,64.5353535354,"(9900, 45)",0.37005066871643066,0.01957988739013672,0.03815746307373047,0.001,81.4,"(500, 45)",False
1,200,,SVC,0.0,ovr,3,0.0001,rbf,2018-02-02 14:01:56,-1,False,,True,63.1919191919,"(9900, 45)",0.3748319149017334,0.019698143005371094,0.03719735145568848,0.001,77.0,"(500, 45)",False
9,200,,SVC,0.0,ovr,3,0.0001,rbf,2018-02-02 14:01:56,-1,False,,True,75.6060606061,"(9900, 45)",0.35059595108032227,0.019642114639282227,0.024173974990844727,0.001,93.4,"(500, 45)",False
0.037037037037037035,200,,SVC,0.0,ovr,3,0.0001,rbf,2018-02-02 14:01:57,-1,False,,True,63.1919191919,"(9900, 45)",0.3719139099121094,0.01856255531311035,0.037633419036865234,0.001,77.0,"(500, 45)",False
0.037037037037037035,200,,SVC,0.0,ovr,3,3.0,rbf,2018-02-02 14:07:19,-1,False,,True,10.0,"(9900, 45)",0.5076043605804443,0.0349125862121582,0.0577695369720459,0.001,100.0,"(500, 45)",False
0.012345679012345678,200,,SVC,0.0,ovr,3,3.0,rbf,2018-02-02 14:07:19,-1,False,,True,10.0,"(9900, 45)",0.5294482707977295,0.029139041900634766,0.04170870780944824,0.001,100.0,"(500, 45)",False
243,200,,SVC,0.0,ovr,3,3.0,rbf,2018-02-02 14:07:20,-1,False,,True,10.0,"(9900, 45)",0.39414095878601074,0.021924734115600586,0.03631091117858887,0.001,100.0,"(500, 45)",False
9,200,,SVC,0.0,ovr,3,3.0,rbf,2018-02-02 14:07:20,-1,False,,True,10.0,"(9900, 45)",0.3935537338256836,0.022089242935180664,0.035884857177734375,0.001,100.0,"(500, 45)",False
1,200,,SVC,0.0,ovr,3,3.0,rbf,2018-02-02 14:07:21,-1,False,,True,10.0,"(9900, 45)",0.4370911121368408,0.025490283966064453,0.03783917427062988,0.001,100.0,"(500, 45)",False
27,200,,SVC,0.0,ovr,3,3.0,rbf,2018-02-02 14:07:21,-1,False,,True,10.0,"(9900, 45)",0.3893260955810547,0.022254467010498047,0.03648805618286133,0.001,100.0,"(500, 45)",False
81,200,,SVC,0.0,ovr,3,3.0,rbf,2018-02-02 14:07:22,-1,False,,True,10.0,"(9900, 45)",0.38845086097717285,0.022384166717529297,0.03672432899475098,0.001,100.0,"(500, 45)",False
3,200,,SVC,0.0,ovr,3,3.0,rbf,2018-02-02 14:07:22,-1,False,,True,10.0,"(9900, 45)",0.3927452564239502,0.02204418182373047,0.03616642951965332,0.001,100.0,"(500, 45)",False
0.00411522633744856,200,,SVC,0.0,ovr,3,3.0,rbf,2018-02-02 14:07:23,-1,False,,True,10.0,"(9900, 45)",0.5203521251678467,0.029375076293945312,0.041141510009765625,0.001,100.0,"(500, 45)",False
0.1111111111111111,200,,SVC,0.0,ovr,3,3.0,rbf,2018-02-02 14:07:23,-1,False,,True,10.0,"(9900, 45)",0.506018877029419,0.028424978256225586,0.042319297790527344,0.001,100.0,"(500, 45)",False
0.3333333333333333,200,,SVC,0.0,ovr,3,3.0,rbf,2018-02-02 14:07:24,-1,False,,True,10.0,"(9900, 45)",0.5080418586730957,0.0272977352142334,0.04197955131530762,0.001,100.0,"(500, 45)",False
81,200,,SVC,0.0,ovr,3,0.001,rbf,2018-02-02 14:18:04,-1,False,,True,80.1515151515,"(9900, 45)",0.22235941886901855,0.023977279663085938,0.019290924072265625,0.001,100.0,"(500, 45)",False
243,200,,SVC,0.0,ovr,3,0.0001,rbf,2018-02-02 14:18:04,-1,False,,True,78.7474747475,"(9900, 45)",0.20509052276611328,0.011756658554077148,0.013060808181762695,0.001,100.0,"(500, 45)",False
0.012345679012345678,200,,SVC,0.0,ovr,3,0.001,rbf,2018-02-02 14:18:05,-1,False,,True,64.5050505051,"(9900, 45)",0.37769293785095215,0.019010066986083984,0.03889346122741699,0.001,81.0,"(500, 45)",False
0.00411522633744856,200,,SVC,0.0,ovr,3,0.0001,rbf,2018-02-02 14:18:05,-1,False,,True,63.1111111111,"(9900, 45)",0.37479567527770996,0.019906044006347656,0.03797268867492676,0.001,77.0,"(500, 45)",False
3,200,,SVC,0.0,ovr,3,0.0001,rbf,2018-02-02 14:18:05,-1,False,,True,67.0707070707,"(9900, 45)",0.37331652641296387,0.019874095916748047,0.03598666191101074,0.001,84.0,"(500, 45)",False
0.037037037037037035,200,,SVC,0.0,ovr,3,0.001,rbf,2018-02-02 14:18:06,-1,False,,True,64.5050505051,"(9900, 45)",0.37325382232666016,0.01917743682861328,0.03982353210449219,0.001,81.0,"(500, 45)",False
9,200,,SVC,0.0,ovr,3,0.0001,rbf,2018-02-02 14:18:06,-1,False,,True,75.6464646465,"(9900, 45)",0.36389613151550293,0.020229101181030273,0.024283885955810547,0.001,93.4,"(500, 45)",False
3,200,,SVC,0.0,ovr,3,0.001,rbf,2018-02-02 14:18:07,-1,False,,True,79.7070707071,"(9900, 45)",0.2909071445465088,0.016885042190551758,0.017796754837036133,0.001,98.8,"(500, 45)",False
81,200,,SVC,0.0,ovr,3,0.0001,rbf,2018-02-02 14:18:07,-1,False,,True,79.1313131313,"(9900, 45)",0.23862743377685547,0.01360774040222168,0.013720989227294922,0.001,99.2,"(500, 45)",False
0.1111111111111111,200,,SVC,0.0,ovr,3,0.001,rbf,2018-02-02 14:18:07,-1,False,,True,64.5050505051,"(9900, 45)",0.37911319732666016,0.02051520347595215,0.038031816482543945,0.001,81.0,"(500, 45)",False
27,200,,SVC,0.0,ovr,3,0.001,rbf,2018-02-02 14:18:08,-1,False,,True,79.9292929293,"(9900, 45)",0.21678376197814941,0.011909723281860352,0.013025999069213867,0.001,100.0,"(500, 45)",False
1,200,,SVC,0.0,ovr,3,0.0001,rbf,2018-02-02 14:18:08,-1,False,,True,63.1111111111,"(9900, 45)",0.37464046478271484,0.01953268051147461,0.037626028060913086,0.001,77.0,"(500, 45)",False
9,200,,SVC,0.0,ovr,3,0.001,rbf,2018-02-02 14:18:08,-1,False,,True,80.101010101,"(9900, 45)",0.23045778274536133,0.013379573822021484,0.013241767883300781,0.001,99.8,"(500, 45)",False
0.012345679012345678,200,,SVC,0.0,ovr,3,0.0001,rbf,2018-02-02 14:18:09,-1,False,,True,63.1111111111,"(9900, 45)",0.3744823932647705,0.020127296447753906,0.03756260871887207,0.001,77.0,"(500, 45)",False
0.3333333333333333,200,,SVC,0.0,ovr,3,0.001,rbf,2018-02-02 14:18:09,-1,False,,True,67.6363636364,"(9900, 45)",0.3773505687713623,0.019322633743286133,0.03525805473327637,0.001,84.8,"(500, 45)",False
0.1111111111111111,200,,SVC,0.0,ovr,3,0.0001,rbf,2018-02-02 14:18:10,-1,False,,True,63.1111111111,"(9900, 45)",0.37294697761535645,0.020112991333007812,0.03809499740600586,0.001,77.0,"(500, 45)",False
243,200,,SVC,0.0,ovr,3,0.001,rbf,2018-02-02 14:18:10,-1,False,,True,80.1515151515,"(9900, 45)",0.21520280838012695,0.011896371841430664,0.012786865234375,0.001,100.0,"(500, 45)",False
1,200,,SVC,0.0,ovr,3,0.001,rbf,2018-02-02 14:18:10,-1,False,,True,76.3838383838,"(9900, 45)",0.3550255298614502,0.020286083221435547,0.025447607040405273,0.001,93.8,"(500, 45)",False
0.00411522633744856,200,,SVC,0.0,ovr,3,0.001,rbf,2018-02-02 14:18:11,-1,False,,True,64.5050505051,"(9900, 45)",0.3843855857849121,0.02051091194152832,0.038477182388305664,0.001,81.0,"(500, 45)",False
0.3333333333333333,200,,SVC,0.0,ovr,3,0.0001,rbf,2018-02-02 14:18:11,-1,False,,True,63.1111111111,"(9900, 45)",0.3817110061645508,0.02003788948059082,0.03880143165588379,0.001,77.0,"(500, 45)",False
27,200,,SVC,0.0,ovr,3,0.0001,rbf,2018-02-02 14:18:11,-1,False,,True,78.8888888889,"(9900, 45)",0.30059194564819336,0.017591238021850586,0.018719911575317383,0.001,98.2,"(500, 45)",False
0.037037037037037035,200,,SVC,0.0,ovr,3,0.0001,rbf,2018-02-02 14:18:12,-1,False,,True,63.1111111111,"(9900, 45)",0.376542329788208,0.019636869430541992,0.03881525993347168,0.001,77.0,"(500, 45)",False
3.0,200,,SVC,0.0,ovr,3,0.01,rbf,2018-02-02 21:52:35,-1,False,,True,60.0,"(100, 45)",0.0039827823638916016,0.018552303314208984,0.06479072570800781,0.001,100.0,"(500, 45)",False
3.0,200,,SVC,0.0,ovr,3,0.01,rbf,2018-02-02 21:52:51,-1,False,,True,60.0,"(100, 45)",0.0038597583770751953,0.01822495460510254,0.06434392929077148,0.001,100.0,"(500, 45)",False
